Collection Name,Collection Description,Unit Name,Collection ID,Title,Date Issued,Creator,Alternative Title,Translated Title,Uniform Title,Statement Of Responsibility,Date Created,Copyright Date,Abstract,Note,Note Type,Note,Note Type,Note,Note Type,Format,Resource Type,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Publisher,Subject,Related Item Label,Related Item Url,Geographic Subject,Temporal Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Bibliographic Id,Language,Terms Of Use,Table Of Contents,Physical Description,Other Identifier Type,Other Identifier,Comment,File Label,File Title,Instantiation Label,Instantiation Id,Instantiation Streaming URL,Instantiation Duration,Instantiation Mime Type,Instantiation Audio Bitrate,Instantiation Audio Codec,Instantiation Video Bitrate,Instantiation Video Codec,Instantiation Width,Instantiation Height,File Location,File Checksum,File Size,File Duration,File Aspect Ratio,File Frame Size,File Format,File Date Digitized,File Caption Text,File Caption Type,File Other Id,File Comment
Apollo 13: To the Edge and Back,,Default Unit,,Apollo 13: To the Edge and Back,2020-02-11,,,,,,1994-05-05,,"PROGRAM DESCRIPTION: This program follows the gripping story of Apollo 13's sudden, devastating emergency - which happened when an oxygen tank ruptured en route to the moon on April 13, 1970, cutting off most of the crew's consumables of air, electricity and water - and the desperate efforts to get the astronauts home alive.  The film tells the inside stories of the major participants in this real-life drama:  the astronauts in space, James Lovell, Fred Haise and Jack Swigert (who is deceased); flight directors Glynn Lunney and Gene Kranz; mission operations chief Christopher Kraft; and, the controllers on the ground who dealt with a bewildering series of emergencies across 200,000 miles.  This program marks the 25th anniversary of the historic moon landing in July, 1969.  Narrated by Will Lyman.


ITEM DESCRIPTION: Not for air, Home video version credits.
Documentary about space travel, specifically the Apollo 13 mission, and the crew of the mission.  Written, Produced and Directed by Noel Buckner and Rob Whittlesey",Green Label Master (WGBH program),Item Type,"1/28/2020 EMu: Tone levels fluctuate. Black and white footage at times.  , Audio Hum, Audio Hiss, Analog Video Dropouts",Technical Notes,Documentary,Content Type,,Moving Image,,,,,,,,,,,,,,,Science,Biography,Astronomy,,,,,,,,,,,,,video recording identifier,67416,,,barcode67416.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode67416/PreservationMaster/barcode67416.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-01-29,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: 1992.  Carol Moseley-Braun.  footage shot in Chicago.   Tape opens with footage of St. Patricks Day parade in Chicago, brief shot of Bill Clinton marching in parade.Exteriors of First Baptist Church of Chicago; speech by Carol Moseley-Braun",Original footage,Item Type,"1/20/2020 EMu: No tone over bars at top. Audio from content over bars. Audio fluctuates between channels. , Audio Hiss",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,US Ethnic Minorities,US Ethnic Minorities,Education,Social Issues - Racism,History,Local Communities,Religion,,,,,,,,,video recording identifier,100164,,,barcode100164.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode100164/PreservationMaster/barcode100164.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
"World, The",,Default Unit,,"World, The (General Series)",2020-01-10,"Mair, Eddie",,,,,1997-11-03,,"PROGRAM DESCRIPTION: Radio.  A one-hour, weekday radio news magazine offering a mix of news, features, interviews, and music from around the globe.

---

PRI's The World, in partnership with WGBH.

Each weekday, host Marco Werman and his team of producers bring you the world's most interesting stories in an hour of radio that reminds us just how small our planet really is. The World is heard on over 300 stations across North America.

Description source - http://www.pri.org/programs/the-world (3/28/2016)


ITEM DESCRIPTION: Episode 1.
Tony Kahn and Mary Ambrose host, Kimberly Dozier contributes. News focuses on events in the Middle East, South Africa's constitution, conflict in Bosnia, the sport of Freestyling. 

Episode 2. 
Tony Kahn and Eddie Mair host. News focuses on conflict in Iraq, politics in Israel, and drive-in bingo in Ireland. ",Radio program (Master),Item Type,Audio Distortion,Technical Notes,Magazine,Content Type,,Sound,"Hamdoon, Nazir","Mullins, Lisa","Boraine, Alex","Delflow, Charles","Watson, Rob","Evans, Margaret","Bautin, Marina","Thurow, Lester",,,,,,,Global Affairs,News and Current Events,Politics and Government,Military Forces and Armaments,Business and Economics,,,,,,,,,,,video recording identifier,102444,,,barcode102444_01.wav,http://hls-streaming.mla-int.wgbh.org/avalon/22811/barcode102444/PreservationMaster/barcode102444_01.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
"French Chef, The",,Default Unit,,THE FRENCH CHEF,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
Premiered locally with three pilot programs in July and August 1962, nationally in Feb. 1963 - approx. 300 shows produced.  1963-1973.

Original series ran 1963 to July 1966, then went into reruns through September 1970.

In October 1970 the new French Chef 200 series was shot in color and taped on the set at WGBH. Included in the programs were footage of Julia�s summer trip to France.

The 1971-1972 season was a tour of the French Classics: 26 half hour programs designed as a refresher course for experienced cooks and as a jet-assist takeoff for beginners.

After a funding scare, Polaroid funded a full 1972-1973 season.  The theme was: The French Chef Faces Life.  Julia shows viewers how to cope with situations that reflect the demands of society, family and lifestyle such as Sudden Company or a three course sit down dinner and getting kids involved in cooking.

NOTE: Beginning August 6, 1972,  The French Chef repeated popular shows as a captioned edition.


ITEM DESCRIPTION: First track: Music reel from  French Chef program.  �Original B & W  Theme I�.   Material undated.  Transfer of material made 8/1/ 98, Transfer #3.

Second track: brief clip of audio from the French Chef episode on Veal Prince Orloff. ",Music,Item Type,"2/7/2020 SB: Content starts at 44.1kHz (file_01) and then switches to 48kHz (file_02). The gaps of silence between content are on the DAT., Audio Hiss, Audio Hum, Audio Pops and/or Clicks, Audio Distortion",Technical Notes,Recorded Music,Content Type,,Sound,,,,,,,,,,,,,,,Music,Film and Television,,,,,,,,,,,,,,video recording identifier,110788,,,barcode110788_01.wav,http://hls-streaming.mla-int.wgbh.org/avalon/22980/barcode110788/PreservationMaster/barcode110788_01.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Ruth Batson interview on Black Institutions",Original footage,Item Type,"1/20/2020 EMu: Audio over bars at top related to content. No tone over bars at top.  , Audio Hiss, End Cut Off",Technical Notes,Performance for a Live Audience,Content Type,,Moving Image,,,,,,,,,,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,117067,,,barcode117067.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode117067/PreservationMaster/barcode117067.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
NOVA,,Default Unit,,Warriors of the Amazon (Yanamano),2020-01-02,,,,,,,,"PROGRAM DESCRIPTION: This program travels to the Amazonian jungle to live among the Yanomami, one of the few remaining  hunter/gatherer groups in the world, recording their healing ceremonies, death practices and other customs, including a ritual  feast with their enemies.


ITEM DESCRIPTION: Original footage of Yanamano people and their village. Footage includes people walking through the village, doing hair, preparing food, children dancing and playing with spears, and walking along a footpath. ",Original footage,Item Type,1/2/2020 RS:Audio content mono on channel 1 and 2. Irregular tone on bars. Blinking audio on channel 1 and 3 during bars. Intermittent audio content.,Technical Notes,Scenics / B-roll,Content Type,,Moving Image,,,,,,,,,,,,,,,Peoples of South America,,,,,,,,,,,,,,,video recording identifier,129761,,,barcode129761.mov,http://hls-streaming.mla-int.wgbh.org/avalon/22807/barcode129761/PreservationMaster/barcode129761.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
"French Chef, The",,Default Unit,,THE FRENCH CHEF,2020-01-31,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
Premiered locally with three pilot programs in July and August 1962, nationally in Feb. 1963 - approx. 300 shows produced.  1963-1973.

Original series ran 1963 to July 1966, then went into reruns through September 1970.

In October 1970 the new French Chef 200 series was shot in color and taped on the set at WGBH. Included in the programs were footage of Julia�s summer trip to France.

The 1971-1972 season was a tour of the French Classics: 26 half hour programs designed as a refresher course for experienced cooks and as a jet-assist takeoff for beginners.

After a funding scare, Polaroid funded a full 1972-1973 season.  The theme was: The French Chef Faces Life.  Julia shows viewers how to cope with situations that reflect the demands of society, family and lifestyle such as Sudden Company or a three course sit down dinner and getting kids involved in cooking.

NOTE: Beginning August 6, 1972,  The French Chef repeated popular shows as a captioned edition.


ITEM DESCRIPTION: �French Chef Theme Audition Copy-Not for air.  Piano only version of French Chef theme with other interesting auditions.�  Transfer of material made 8/2/ 98, Transfer #11.",Music,Item Type,"Audio Hiss, Audio Pops and/or Clicks, Audio Distortion, Audio Hum",Technical Notes,Recorded Music,Content Type,,Sound,,,,,,,,,,,,,,,Music,,,,,,,,,,,,,,,video recording identifier,134145,,,barcode134145_01.wav,http://hls-streaming.mla-int.wgbh.org/avalon/22980/barcode134145/PreservationMaster/barcode134145_01.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
"French Chef, The",,Default Unit,,THE FRENCH CHEF,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: 
Premiered locally with three pilot programs in July and August 1962, nationally in Feb. 1963 - approx. 300 shows produced.  1963-1973.

Original series ran 1963 to July 1966, then went into reruns through September 1970.

In October 1970 the new French Chef 200 series was shot in color and taped on the set at WGBH. Included in the programs were footage of Julia�s summer trip to France.

The 1971-1972 season was a tour of the French Classics: 26 half hour programs designed as a refresher course for experienced cooks and as a jet-assist takeoff for beginners.

After a funding scare, Polaroid funded a full 1972-1973 season.  The theme was: The French Chef Faces Life.  Julia shows viewers how to cope with situations that reflect the demands of society, family and lifestyle such as Sudden Company or a three course sit down dinner and getting kids involved in cooking.

NOTE: Beginning August 6, 1972,  The French Chef repeated popular shows as a captioned edition.


ITEM DESCRIPTION: Music reel from  French Chef program.  �Original B & W  1st Theme �, �Ruth�s Copy�.   Material undated.   Transfer of material made 8/1/ 98, Transfer #4.",Music,Item Type,"2/7/2020 SB: Distortion at 15 seconds could not be removed even after multiple transfer attempts., Audio Pops and/or Clicks, Audio Hiss, Audio Distortion, Print Through",Technical Notes,Recorded Music,Content Type,,Sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,video recording identifier,134146,,,barcode134146_01.wav,http://hls-streaming.mla-int.wgbh.org/avalon/22980/barcode134146/PreservationMaster/barcode134146_01.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Boston Symphony Orchestra,,Default Unit,,Leinsdorf Conducting: Beethoven; Webern,2020-02-10,,,,,,1969-02-25,,"PROGRAM DESCRIPTION: 


ITEM DESCRIPTION: Leinsdorf -  Beethoven: Symphony No. 3 (46:48).  Reel 2 of 2. Performed by the Boston Symphony Orchestra, conducted by Erich Leinsdorf, soloist Eugene Istomin. ",Green Label Master (WGBH program),Item Type,"1/24/2020 JGi: Overexposed footage contains breakup. , Audio Hiss, Video Noise",Technical Notes,Performance for a Live Audience,Content Type,,Moving Image,,,,,,,,,,,,,,,Music,,,,,,,,,,,,,,,video recording identifier,136796,,,barcode136796.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode136796/PreservationMaster/barcode136796.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Masterpiece/Classic,,Default Unit,,Vienna 1900,2020-02-10,,,,,,1974-08-12,,"PROGRAM DESCRIPTION: Broadcast: March 2- April 6, 1975
Story 1: Alone in a cafe in Vienna, Doktor Graesler observes the people passing through, recording their lives, loves and deaths.  Story 2: Alfred Beratoner's passion for Adele knows no bounds, but Elsie stands between them. How to remove Elise and remain a man of honor?  Story 3: Alone since the death of his sister, Dr. Graesler (48) shows all the signs of being a confirmed bachelor, until he meets Sabine. Story 4:  ""I lived with you; I will die with you,"" says Marie to her lover Karl.  But faced with death, how sweet life seems.  Story 5: A young widow rediscovers the love of her youth, but he is now a famous violinist who prefers part-time passion.


ITEM DESCRIPTION: Episode of Masterpiece Theater, based on a work by Arthur Schnitzler, called A Man of Honor, starring Robert Stephens, Norman Eshley, Cheryl Murray, Vanessa Miles, Bruce Purchase, Robin Bailey, Jeremy Clyde, Manning Wilson, Una Brandon-Jones, George Howe, Neville Phillips, The Baker Twins, Peter Bamber, with Introduction and Commentary by Alistair Cooke. Concluded with a performance of Johann Strauss Jr's ""Spirit of Vienna."" Featuring Joseph SIlverstein on Violin, Jerome Rosen on Violin, Burton Fine on Viola, Jules Eskin on Cello, and Henry Portnoi on Bass, ",Green Label Master (WGBH program),Item Type,"1/28/2020 JGi: Slight banding through the bars. Film artifacts through some footage., Audio Hiss",Technical Notes,Drama,Content Type,,Moving Image,,,,,,,,,,,,,,,Film and Television,,,,,,,,,,,,,,,video recording identifier,137155,,,barcode137155.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode137155/PreservationMaster/barcode137155.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Masterpiece/Classic,,Default Unit,,"Vienna 1900, Episode 5 (Gift of Life)",2020-02-10,,,,,,1974-08-13,,"PROGRAM DESCRIPTION: 


ITEM DESCRIPTION: Episode five of Masterpiece Theater's ""Vienna 1900 - Games of Love and Death,"" titled ""Gift of Life,"" based on Arthur Schnitzler's ""Games with Love and Death"", starring Robert Stephens, Christopher Gable, and Maureen O'Brien, with commentary by Alistair Cooke. Concludes with a string quartet performance of Joseph Strauss' ""My Life Is Love And Pleasure."" ",Green Label Master (WGBH program),Item Type,"1/29/2020 JGi: Some footage overexposed, adjusted video levels to compensate. , Audio Hiss, Video Noise",Technical Notes,Drama,Content Type,,Moving Image,,,,,,,,,,,,,,,Film and Television,,,,,,,,,,,,,,,video recording identifier,137157,,,barcode137157.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode137157/PreservationMaster/barcode137157.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Crockett's Victory Garden,,Default Unit,,Victory Garden 261,2020-02-10,,,,,,1978-05-30,,"PROGRAM DESCRIPTION: Series Description: Practical advice on vegetable and flower gardening and the latest in horticultural developments; hosted by Jim Crockett until his death. Then program retitled THE VICTORY GARDEN.  (Began airing locally April 16, 1975; nationally in 1976.)


ITEM DESCRIPTION: 261

House dub

Episode of Victory Garden show about planting vegetables. Fruit and herbs primarily",Backup master (WGBH program),Item Type,"1/29/2020 JGi: Dropouts and flashing through the bars. , Audio Hiss, Video Picture Breaks up, Analog Video Dropouts",Technical Notes,Educational,Content Type,,Moving Image,,,,,,,,,,,,,,,Film and Television,Gardening,,,,,,,,,,,,,,video recording identifier,137873,,,barcode137873.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode137873/PreservationMaster/barcode137873.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
