Collection Name,Collection Description,Unit Name,Collection ID,Title,Date Issued,Creator,Alternative Title,Translated Title,Uniform Title,Statement Of Responsibility,Date Created,Copyright Date,Abstract,Note,Note Type,Note,Note Type,Note,Note Type,Format,Resource Type,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Publisher,Note,Subject,Related Item Label,Related Item Url,Geographic Subject,Temporal Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Bibliographic Id,Language,Terms Of Use,Table Of Contents,Physical Description,Other Identifier Type,Other Identifier,Comment,File Label,File Title,Instantiation Label,Instantiation Id,Instantiation Streaming URL,Instantiation Duration,Instantiation Mime Type,Instantiation Audio Bitrate,Instantiation Audio Codec,Instantiation Video Bitrate,Instantiation Video Codec,Instantiation Width,Instantiation Height,File Location,File Checksum,File Size,File Duration,File Aspect Ratio,File Frame Size,File Format,File Date Digitized,File Caption Text,File Caption Type,File Other Id,File Comment
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"B-roll of the unveiling of A. Philip Randolph statue in Boston's Back Bay commuter train station, featuring remarks from Boston Secretary of Transportation Fred Salvucci, a ceremony honoring retired Pullman car porters and dining car waiters, remarks from President of the A. Philip Randolph Institute Norman Hill, and remarks from Representative Byron Rushing",Original footage,local,,general,"1/17/2020 EMu: Rolling at top over footage. Right channel not present at times., Beginning Cut Off, Video Picture Breaks up, Audio Hiss, No Bars and Tone",general,,,,,,,,,,,,Scenics / B-roll,,,,,,Politics and Government,History,Employment and Labor,,,,,,,,,,,,,video recording identifier,228027,,,barcode228027.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228027/PreservationMaster/barcode228027.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,A. Philip Randolph statue dedication  part 1B Roll of Unveiling ceremony of A Philip Randolph statue at Back Bay,Original footage,local,,general,"1/17/2020 EMu: Two separate mono channels. Unrelated audio over footage at top. No tone over bars at top. Audio in right channel not present at times.  , Analog Video Dropouts, Audio Hiss",general,,,,,,,,,,,,Scenics / B-roll,,,,,,Local Communities,,,,,,,,,,,,,,,video recording identifier,228028,,,barcode228028.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228028/PreservationMaster/barcode228028.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,,,Sistren Theatre group interview,Original footage,local,,general,"1/21/2020 EMu: Long black after bars and between segments. , Analog Video Dropouts, Audio Hiss",general,,,,,,,,,,,,Talk Show,,,,,,Theater,,,,,,,,,,,,,,,video recording identifier,228029,,,barcode228029.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228029/PreservationMaster/barcode228029.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Impressions,2020-02-10,,,,,,,,"""Impressions""  Danny Sloan dance company",,local,,general,"1/21/2020 EMu: Exposure fluctuates. Dropouts over footage at times. Breakups over bars at top and over footage at times. No timecode., Analog Video Dropouts, Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Documentary,,,,,,Theater,Religion,US Ethnic Minorities,,,,,,,,,,,,,video recording identifier,228030,,,barcode228030.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228030/PreservationMaster/barcode228030.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,Concer footage of Andrew Jones performing violin w/ symphony,Original footage,local,,general,"1/17/2020 EMu: Static after bars at top.  , Video Picture Breaks up, Audio Hiss, End Cut Off",general,,,,,,,,,,,,Scenics / B-roll,,,,,,Music,,,,,,,,,,,,,,,video recording identifier,228031,,,barcode228031.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228031/PreservationMaster/barcode228031.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,Andrew Jones interview in his apartment about his life and about music,Original footage,local,,general,"1/17/2020 EMu: Audio fluctuates between channels. Static tail.  , Audio Hum, Analog Video Dropouts, End Cut Off, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,Biography,,,,,,,,,,,,,,,video recording identifier,228032,,,barcode228032.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228032/PreservationMaster/barcode228032.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"Andrew Jones walking down Washington Street neighborhood talking about mayoral race, possible solutions for issues faced by community",Original footage,local,,general,"1/17/2020 EMu: Audio fluctuates between channels. Audio cuts out in right channel at times inherent to tape. , Audio Hiss, Audio Distortion, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,Local Communities,Social Issues - Racism,Politics and Government,,,,,,,,,,,,,video recording identifier,228033,,,barcode228033.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228033/PreservationMaster/barcode228033.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,Raw footage of interviews with Beth Deare and Barbara Barrow Murray about their time working on Say Brother for the show's 20th anniversary.,Original footage,local,,general,"1/17/2020 EMu: No tone over bars at top. Audio over bars at top related to footage. Transitional breakups. , Audio Low Levels, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,History,,,,,,,,,,,,,,,video recording identifier,228034,,,barcode228034.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228034/PreservationMaster/barcode228034.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Will Roxbury Secede,2020-02-07,,,,,,,,Interview with Bruce Bolling about the issues faced in the greater Roxbury area and the Roxbury Secession movement in 1986,Original footage,local,,general,"1/13/2020 APr: No tone on bars at top. No audio at top. , Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,Politics and Government,Local Communities,Social issues - Racism,Social Issues - Inequality,,,,,,,,,,,,video recording identifier,228036,,,barcode228036.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228036/PreservationMaster/barcode228036.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Malcolm X,2020-02-07,,,,,,,,"B-roll of people wearing Malcolm X hats and apparel, downtown Boston.",Original footage,local,,general,"1/20/2020 EMu: Audio over bars at top related to footage. No tone over bars at top. Transitional breakups.  , Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Scenics / B-roll,,,,"Boston, MA",,Fashion,US Ethnic Minorities,,,,,,,,,,,,,,video recording identifier,228037,,,barcode228037.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228037/PreservationMaster/barcode228037.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"members of good news gospel group participating in worship services, praying and speaking before the practitioners at Shiloh Baptist Church, followed by live musical performance by said group",Original footage,local,,general,"2/10/2020 GM: No tone on bars at top. Audio from content over bars.  , Video Picture Breaks up, Video Noise",general,,,,,,,,,,,,Scenics / B-roll,,,,,,Religion,music,,,,,,,,,,,,,,video recording identifier,228038,,,barcode228038.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228038/PreservationMaster/barcode228038.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,1983 Boston  Mayor visuals - exteriors of Mel King and Ray Flynn headquartersB Roll of exterior of Mel King and Ray Flynn headquarters for their mayoral runs,Original footage,local,,general,"2/10/2020 GM: No tone on bars at top. Audio from content over bars.  , Video Picture Breaks up, Audio Hiss",general,,,,,,,,,,,,Scenics / B-roll,,,,,,Politics and Government,Local Communities,,,,,,,,,,,,,,video recording identifier,228039,,,barcode228039.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228039/PreservationMaster/barcode228039.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"Event coverage of press conference held at Black Studies Teleconference about state of black scholarship, priorities in the face of study launched by National Research Council ",Original footage,local,,general,"1/20/2020 EMu: No tone over bars at top. Audio over bars at top related to content.   , Audio Hiss, Audio Buzz, Video Picture Breaks up",general,,,,,,,,,,,,Event Coverage,,,,,,US Ethnic Minorities,Social Issues - Racism,Social Issues - Inequality,,,,,,,,,,,,,video recording identifier,228048,,,barcode228048.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228048/PreservationMaster/barcode228048.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"Live footage of good news gospel group singing for a small audience in the shiloh baptist church, followed for brief church revival preaching",Original footage,local,,general,"  , No Bars and Tone, Beginning Cut Off, End Cut Off",general,,,,,,,,,,,,Performance for a Live Audience,,,,,,Music,Religion,,,,,,,,,,,,,,video recording identifier,228049,,,barcode228049.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228049/PreservationMaster/barcode228049.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"Panel questions at black studies teleconference about an unnamed study being done at a number of historically black colleges and universities, akin to the Murdolph(sp?) study",Original footage,local,,general,"1/20/2020 EMu: No tone on bars at top. Audio from content over bars. Audio levels fluctuate between channels. , Audio Hiss",general,,,,,,,,,,,,Event Coverage,,,,,,Social Issues - Racism,Education,,,,,,,,,,,,,,video recording identifier,228050,,,barcode228050.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228050/PreservationMaster/barcode228050.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"Event coverage of panel on study being funded by the National Research Council about the condition of black people in the united states along the lines of An American Dilemma, with similar fears by Black academics, begun by b roll of audience gathering for panel",Original footage,local,,general,"1/20/2020 EMu: Audio over bars at top is unrelated. Loud hiss over footage at top in right channel. Audio levels fluctuate between channels. , Analog Video Dropouts, Video Picture Breaks up, Audio Hiss",general,,,,,,,,,,,,Event Coverage,,,,,,US Ethnic Minorities,Social Issues - Racism,Social Issues - Inequality,,,,,,,,,,,,,video recording identifier,228051,,,barcode228051.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228051/PreservationMaster/barcode228051.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,In Search of the Blackamoor,2020-02-07,,,,,,,,Stand up by Elliot for use in educational documentary about Abraham Pierce's ethnicity,Original footage,local,,general,"1/21/2020 APr: Audio content underneath bars. Bars between segments with audio content.  , Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Stand-up,,,,,,US Ethnic Minorities,History,,,,,,,,,,,,,,video recording identifier,228126,,,barcode228126.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228126/PreservationMaster/barcode228126.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,In Search of the Blackamoor,2020-02-07,,,,,,,,Stand up for feature on Abraham Pierce,Original footage,local,,general,"1/21/2020 APr: Audio underneath bars. Brief static followed by Bars with audio content at 5:40   , Audio Hiss",general,,,,,,,,,,,,Stand-up,,,,,,History,Social Issues - Racism,,,,,,,,,,,,,,video recording identifier,228134,,,barcode228134.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228134/PreservationMaster/barcode228134.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-07,,,,,,1978-09-05,,Cameras in court Byrne interview reel 2Reporter: GriffithInterview with District Attorney Byrne about payment,News Tape,local,,general,"1/22/2020 EMu: No tone over bars at top. Static and breakups after bars, over footage. Audio levels fluctuate between channels.  No timecode., Analog Video Dropouts, Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,Legal System - Criminal Justice System,,,,,,,,,,,,,,,video recording identifier,228135,,,barcode228135.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228135/PreservationMaster/barcode228135.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,In Search of the Blackamoor,2020-02-10,,,,,,,,"Slow Motion footage of James Spruill, and then in second half audio of what sounds like a documentary on a completely black screen",Work Tape,local,,general,"1/21/2020 APr: No tone on bars. No audio content at top. Content is in slow motion at times. Rewinding is printed to the tape. Audio with no image at times. Long black tail with RF and timecode. , Audio Hiss",general,,,,,,,,,,,,Documentary,,,,,,History,Social Issues - Racism,,,,,,,,,,,,,,video recording identifier,228136,,,barcode228136.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228136/PreservationMaster/barcode228136.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,,,"B Roll by Hattie Gossett Back at Ya reading at Dudley station, while buses and people walk by, b roll of people on the street",Original footage,local,,general,"2/11/2020 GM: No tone on bars at top. Audio content over bars at top. Left channel not present until 8:40. , Audio Hiss, Audio Distortion, End Cut Off",general,,,,,,,,,,,,Scenics / B-roll,,,,,,Social Issues - Racism,,,,,,,,,,,,,,,video recording identifier,228137,,,barcode228137.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228137/PreservationMaster/barcode228137.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,,,raw footage of interview with Hattie Gossett about her book,Original footage,local,,general,"1/22/2020 EMu: Two separate mono channels. Audio over bars related to footage.  , Analog Video Dropouts, Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,Literature,Music,,,,,,,,,,,,,,video recording identifier,228138,,,barcode228138.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228138/PreservationMaster/barcode228138.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,1989-05-03,,Stand up by host of Say Brother Elliot introducing Babatunde Olatunji and giving background,Original footage,local,,general,"1/22/2020 EMu: No tone over bars at top. Breakups over footage at times. Static between segments.  , Video Picture Breaks up, Audio Hiss",general,,,,,,,,,,,,Stand-up,,,,,,Music,Peoples of Western Africa,,,,,,,,,,,,,,video recording identifier,228139,,,barcode228139.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228139/PreservationMaster/barcode228139.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,,,"Interview with Babatunde Olatunji discussing why he drums, his past and origins, and ends with a drum performance. ",Original footage,local,N,general,"1/22/2020 EMu: No tone over bars at top. Transitional breakups.  , Analog Video Dropouts, Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,Music,Performing Arts,Peoples of West Africa,,,,,,,,,,,,,video recording identifier,228140,,,barcode228140.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228140/PreservationMaster/barcode228140.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
WGBH Journal,,Default Unit,,WGBH JOURNAL,2020-01-09,,,,,,1979-05-10,,Host Greg Fitzgerald; Amy Sands reports on women in Boston's black community learning how to defend themselves with firearms; Henrietta Davis visits project SCALE that fights adult illiteracy; David Freudberg learns about the MBTA (Part 4 of a series on the T); Shelly Roth speaks to an environmental lobbyist who fights for non-smokers' rights.,Radio program (Master),local,,general,,general,,,,,,,,,,,,Magazine,,,,,,Women and Women's History,Education,Local Communities,Transportation and Public Works,News and Current Events,US Ethnic Minorities,Medicine,,,,,,,,,video recording identifier,229165,,,barcode229165_01.wav,,,https://avalon.wgbh.org/hls/avalon/22817/barcode229165/PreservationMaster/barcode229165_01.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Sound,,,,,
Crockett's Victory Garden,,Default Unit,,Victory Garden 417,2020-02-10,,,,,,,,Original Footage of Bob Thompsons's introduction to Crockett's Victory Garden. Thompson does multiple takes.,Incomplete Master (WGBH program),local,Y,general,1/2/2020 JGi:Overexposed footage contains breakup. Poor switch point at the bottom of the frame. Timecode overlay burnt into the frame.,general,,,,,,,,,,,,Instructional,,,,,,Agriculture and Farming,Gardening,,,,,,,,,,,,,,video recording identifier,229446,,,barcode229446.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode229446/PreservationMaster/barcode229446.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,,,"Live stage performance by Earth, Wind & Fire, including a partial performance of the song ""September"".",Original footage,local,,general,"  , No Bars and Tone, Analog Video Dropouts, Beginning Cut Off, End Cut Off",general,,,,,,,,,,,,Performance for a Live Audience,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,229448,,,barcode229448.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode229448/PreservationMaster/barcode229448.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,,,"Original footage of a live Earth, Wind & Fire performance. ",Original footage,local,,general,"1/23/2020 EMu: No tone over bars at the top. Color breakups after bars at the top. Tone plays over footage at the top.  Audio levels fluctuate. No audio at times. Exposure fluctuates. No timecode., Analog Video Dropouts, Audio Hiss, Video Picture Breaks up, End Cut Off",general,,,,,,,,,,,,Performance for a Live Audience,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,229449,,,barcode229449.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode229449/PreservationMaster/barcode229449.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"Interview with Maurice White and Philip Bailey of Earth, Wind & Fire about touring, performing at Radio City, their break from touring, and the balance between their musical and personal lives. The interview ends with both musicians wishing ""Say Brother"" a happy birthday. ",Original footage,local,,general,"1/23/2020 EMu: Transitional breakups. Audio over bars related to content. Exposure fluctuates at times. No timecode., Analog Video Dropouts, Video Picture Breaks up, Audio Hiss",general,,,,,,,,,,,,Interview,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,229450,,,barcode229450.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode229450/PreservationMaster/barcode229450.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Malcolm X,2020-02-10,,,,,,,,"Richard DeLuca Trio with Malcolm ""Shorty"" Jarvis on trumpet, 2.",Original footage,local,,general,"1/20/2020 EMu: No tone over bars at top. Audio over bars at top related to content.  , OK",general,,,,,,,,,,,,Performance for a Live Audience,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,229476,,,barcode229476.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode229476/PreservationMaster/barcode229476.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Malcolm X,2020-02-10,,,,,,,,"Interview 3 with Malcolm ""Shorty"" Jarvis, a friend of Malcolm X. Jarvis discusses Malcolm X's burial and his sense of the loss to himself and the black community after Malcolm X's death. Jarvis also reminisces about a time that he and Malcolm X evaded police and talks about his work with Malcolm X, as well as various incidents in their time together.",Original footage,local,,general,"1/20/2020 EMu: No tone over bars at top. Audio over footage at top related to content. Audio levels fluctuate between channels. , Video Picture Breaks up, Audio Buzz, Audio Hiss, Audio Distortion, End Cut Off",general,,,,,,,,,,,,Interview,,,,,,Social Issues - Racism,US Ethnic Minorities,,,,,,,,,,,,,,video recording identifier,229477,,,barcode229477.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode229477/PreservationMaster/barcode229477.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Malcolm X,2020-02-07,,,,,,,,"Original footage of a performance by the Richard DeLuca Trio, featuring Malcolm ""Shorty"" Jarvis on trumpet. ",Original footage,local,,general,"1/23/2020 EMu: No tone over bars at top. Audio over bars related to content. Transitional breakups at times. Static between segments.  , Analog Video Dropouts, Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Performance for a Live Audience,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,229497,,,barcode229497.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode229497/PreservationMaster/barcode229497.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Malcolm X,2020-02-07,,,,,,,,"Interview 1 with Malcolm ""Shorty"" Jarvis, a friend of Malcolm X. Jarvis reminisces on the first time he met Malcolm X, Malcolm X's transformation after his prison term and conversion to Islam, and their two-week period engaged in crime. Jarvis also talks about his opinions on Spike Lee's portrayal of him in the Malcolm X biopic, and rejects the idea that Malcolm X was a thug or gangster.",Original footage,local,,general,"1/20/2020 EMu: No tone over bars at top. Audio from footage over bars at top. Audio levels fluctuate between channels.  Static between segments.  , Audio Hiss, Video Picture Breaks up, End Cut Off, Beginning Cut Off, Audio Distortion",general,,,,,,,,,,,,Interview,,,,,,US Ethnic Minorities,Social Issues - Racism,Incarceration,,,,,,,,,,,,,video recording identifier,229498,,,barcode229498.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode229498/PreservationMaster/barcode229498.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"No Visible Means Of Support  acapella performance in-studio, several takes.",Original footage,local,,general,"2/13/2020 JGi: Although some sections of footage look like they may have closed captions on line 21 - no valid information currently exists on line 21 of the digital files. Did not deliver SRT file. 1/22/2020 EMu: Exposure fluctuates. Breakups at top and bottom of frame due to poor tracking. Poor color quality at times. static over content at times. No timecode., Analog Video Dropouts, Video Picture Breaks up, Audio Hiss, No Bars and Tone, Beginning Cut Off",general,,,,,,,,,,,,Performance in a Studio,,,,,,,,,,,,,,,,,,,,,video recording identifier,229499,,,barcode229499.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode229499/PreservationMaster/barcode229499.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Malcolm X,2020-02-07,,,,,,,,"Interview 2 with Malcolm ""Shorty"" Jarvis, a friend of Malcolm X. Jarvis discusses the origins of his nickname, his reaction to the Spike Lee biopic about Malcolm X, and his friendship with Malcolm X. ",Original footage,local,,general,"1/24/2020 EMu: Audio over bars at top related to content. Transitional breakups after bars. Audio fluctuates between channels.    , Analog Video Dropouts, Audio Hiss",general,,,,,,,,,,,,Interview,,,,,,Peoples of North America,Social Issues - Racism,US Ethnic Minorities,,,,,,,,,,,,,video recording identifier,229500,,,barcode229500.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode229500/PreservationMaster/barcode229500.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
"World, The",,Default Unit,,"World, The (General Series)",2020-01-29,"Kahn, Tony",,,,,1996-09-06,,"Episode 1.Tony Kahn and Mary Ambrose host, Kimberly Dozier contributes. News focuses on events in the Middle East, South Africa's constitution, conflict in Bosnia, the sport of Freestyling. Episode 2. Tony Kahn and Eddie Mair host. News focuses on conflict in Iraq, politics in Israel, and drive-in bingo in Ireland. ",Radio program (Master),local,,general,1/8/2020 JF:Tape was formatted correctly and contains absolute time code.,general,,,"Dozier, Kimberly","Ambrose, Mary","Mair, Eddie",,,,,,,News Report,,,,,,News and Current Events,Global Affairs,Peoples of the Middle East,Peoples of Eastern Europe,Peoples of Southern Africa,Peoples of Western Europe,Sports,War and Global Conflict,,,,,,,,video recording identifier,229832,,,barcode229832.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode229832/PreservationMaster/barcode229832.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-10,,,,,,1989-03-02,,"Original footage of an a capella rendition of ""Sermonette"", ""The Last Month of the Year"", and ""Auld Lang Syne"" by a quartet of singers. The singers do multiple takes.",News Tape,local,,general,"1/22/2020 EMu: Long black after bars. Breakups briefly after bars. , Video Picture Breaks up, Audio Hiss",general,,,,,,,,,,,,Performance in a Studio,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,249383,,,barcode249383.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode249383/PreservationMaster/barcode249383.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
NHK Music Project,,Default Unit,,Welcome to Austria,2020-01-02,,,,,,,,"This episode of Welcome to Austria features excerpts from Johann Strauss's ""Blue Danube Waltz"" and Gustav Mahler's Symphony no. 1, the song ""Free Me From the Bonds of Your Sweetness, My Love"", and a Strauss polka.",Radio program (Master),local,,general,"Audio Hiss, Print Through, Audio Hum, Audio Distortion",general,,,,,,,,,,,,Recorded Music,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,273402,,,barcode273402.mov,,,https://avalon.wgbh.org/hls/avalon/22807/barcode273402/PreservationMaster/barcode273402.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Standalone Programs,,Default Unit,,Election '74,2020-02-10,,,,,,1974-11-05,,"Reports and results of major elections from the 1974 Election prepared for hearing-impaired people. The report, which was broadcast in the East, focuses on East Coast elections and contains background on certain elections and broadcast results in real-time as polling results were coming in. ",Original,local,,general,"1/30/2020 JGi: Scratches through the bars. Tape is damaged at the top., Video Picture Breaks up, Analog Video Dropouts, Audio Hiss",general,,,,,,,,,,,,Special,,,,,,Politics and Government,,,,,,,,,,,,,,,video recording identifier,285448,,,barcode285448.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode285448/PreservationMaster/barcode285448.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
